Customer ID,Age,Gender,Location, Income ,Marital Status,Purchase Frequency (Past 6 Months), Average Order Value ,Preferred Product Categories,Last Purchase Date,Return Rate, Customer Lifetime Value (CLV) , Average Star Rating ,NPS Score
C094073,59,Female, Boston,"260,000",Married,5,"2,894",Armlet,5/9/2023,7%,"72,350",5.6,64.38
C094086,40,Male, Riverside,"290,000",Married,2,"227,000",Necklace,10/25/2023,0%,"1,362,000",5.9,63.24
C094261,37,Female, Nashville,"220,000",Single,2,"8,000",Ring,3/17/2023,0%,"16,000",4.6,56.98
C094344,45,Male, Newark,"250,000",Married,3,"100,000",Pendant,8/22/2023,0%,"1,500,000",5.1,56.89
C094467,18,Female, Minneapolis,"250,000",Single,6,"1,234",Pendant,3/10/2023,0%,"7,404",2.9,43.3
C094505,20,Male, Greensboro,"160,000",Single,1,"59,000",Necklace,10/11/2023,0%,"236,000",6.7,73.13
C094509,30,Female, San Antonio,"290,000",Single,5,"164,000",Necklace,12/24/2023,0%,"4,100,000",4.6,45.45
C094579,40,Male, Portland,"230,000",Single,5,"141,000",Jewel,6/12/2023,0%,"1,410,000",3.2,41.35
C094590,42,Female, Fort Worth,"220,000",Single,4,"212,000",Necklace,8/30/2023,0%,"1,696,000",4.1,47.6
C094759,32,Female, Indianapolis,"140,000",Married,3,"81,000",Bracelet,6/14/2023,0%,"972,000",4.6,54.41
C094936,44,Male, Seattle,"220,000",Single,1,"1,600",Necklace,9/28/2023,0%,"8,000",6.7,73.54
C095065,31,Female, Virginia Beach,"170,000",Married,4,"11,000",Jewel,8/26/2023,0%,"88,000",5.1,60.64
C095100,38,Female, Indianapolis,"110,000",Single,2,"82,000",Necklace,9/6/2023,0%,"328,000",5.9,66.06
C095126,33,Male, Jacksonville,"110,000",Single,1,"4,637",Bracelet,8/14/2023,0%,"23,185",6.3,70.45
C095220,59,Female, Nashville,"210,000",Single,3,"113,000",Bracelet,11/27/2023,0%,"1,695,000",5.9,62.4
C095229,57,Female, Wichita,"80,000",Single,2,"45,000",Necklace,9/1/2023,0%,"180,000",5.9,66.95
C095258,33,Male, New York,"180,000",Married,1,"139,000",Necklace,10/5/2023,0%,"139,000",6.6,72.14
C095303,30,Male, Chicago,"130,000",Married,2,"26,000",Jewel,9/6/2023,0%,"208,000",6,67.62
C095536,59,Male, Orlando,"210,000",Single,1,"206,000",Ring,1/1/2024,0%,"412,000",7.2,76.52
C095605,60,Male, Nashville,"140,000",Single,2,"80,000",Armlet,12/11/2023,0%,"160,000",6.7,73.01
C095671,56,Male, San Francisco,"140,000",Married,2,"58,000",Bracelet,3/12/2023,0%,"232,000",4.5,54.95
C095674,60,Female, San Francisco,"260,000",Single,4,"88,000",Necklace,1/2/2024,0%,"1,760,000",5.8,61.15
C095759,25,Male, Tampa,"280,000",Married,1,"145,000",Armlet,12/8/2023,0%,"580,000",7.1,75.1
C096047,41,Male, Boston,"110,000",Married,1,"58,000",Bracelet,7/27/2023,3%,"116,000",6.8,74.4
C096053,38,Male, Colorado Springs,"60,000",Single,1,"4,000",Armlet,10/25/2023,9%,"16,000",9.2,93.3
C096352,42,Male, Los Angeles,"250,000",Married,3,"168,000",Jewel,9/25/2023,8%,"2,016,000",7.2,71.48
C096392,53,Male, Omaha,"120,000",Married,2,"91,000",Jewel,7/29/2023,0%,"728,000",5.5,62.11
C096519,31,Female, Orlando,"150,000",Married,2,"88,000",Ring,8/13/2023,0%,"352,000",5.7,64.26
C096532,53,Female, San Antonio,"280,000",Single,3,"161,000",Armlet,10/5/2023,0%,"2,415,000",5.3,55.24
C096636,23,Male, Raleigh,"300,000",Married,1,"107,000",Locket,11/20/2023,0%,"535,000",7,74.43
C096656,41,Female, Colorado Springs,"130,000",Married,2,"83,000",Bracelet,6/17/2023,0%,"332,000",5.2,60.61
C096764,46,Male, Minneapolis,"90,000",Single,2,"69,000",Earrings,10/23/2023,0%,"414,000",6.3,69.24
C096792,28,Female, Philadelphia,"130,000",Single,3,"94,000",Earrings,6/4/2023,0%,"1,128,000",4.5,52.87
C096817,42,Male, Nashville,"50,000",Married,1,"15,000",Locket,8/31/2023,0%,"45,000",6.4,71.41
C096819,37,Male, San Antonio,"300,000",Single,4,"2,138",Armlet,12/27/2023,3%,"42,760",6.9,75.38
C097031,52,Female, Detroit,"270,000",Single,4,"128,000",Ring,4/17/2023,0%,"1,536,000",3.4,42.67
C097228,46,Male, San Antonio,"180,000",Single,2,"81,000",Locket,7/26/2023,0%,"162,000",5.5,63.75
C097244,20,Female, San Diego,"140,000",Single,2,"31,000",Armlet,3/16/2023,0%,"124,000",4.6,56.11
C097488,37,Male, Seattle,"100,000",Married,1,"71,000",Necklace,8/4/2023,0%,"284,000",6.1,68.32
C097520,57,Female, Memphis,"80,000",Married,2,"68,000",Jewel,11/20/2023,3%,"136,000",7.3,77.93
C097542,54,Male, Seattle,"90,000",Married,1,"69,000",Ring,11/9/2023,0%,"138,000",7,75.25
C097708,41,Female, Philadelphia,"70,000",Married,1,"33,000",Armlet,5/4/2023,4%,"165,000",6.4,70.92
C097769,38,Female, San Francisco,"200,000",Single,4,"116,000",Jewel,8/18/2023,0%,"2,320,000",4.5,49.17
C097899,53,Male, Philadelphia,"230,000",Married,3,"121,000",Ring,6/27/2023,0%,"363,000",4.6,55.72
C098059,19,Male, Austin,"280,000",Married,6,"133,000",Pendant,8/14/2023,0%,"3,192,000",3.2,36.12
C098081,18,Female, Omaha,"300,000",Married,3,"1,649",Pendant,10/4/2023,0%,"4,947",5.9,67.25
C098215,29,Male, El Paso,"100,000",Single,2,"38,000",Ring,6/21/2023,0%,"152,000",5.4,62.37
C098281,45,Female, Greensboro,"70,000",Married,1,"1,000",Armlet,12/4/2023,0%,"1,000",7.3,78.05
C098445,30,Female, Indianapolis,"280,000",Married,2,"118,000",Earrings,7/6/2023,6%,"472,000",6.8,72.72
C098521,20,Male, St Louis,"200,000",Single,3,"166,000",Jewel,9/17/2023,0%,"1,992,000",5.1,55.08
C098560,32,Female, Fresno,"200,000",Single,2,"2,884",Necklace,9/6/2023,0%,"28,840",6.1,68.63
C098670,24,Male, Indianapolis,"180,000",Married,4,"70,000",Ring,4/28/2023,10%,"1,400,000",6.3,66.31
C098732,35,Female, Nashville,"100,000",Single,1,"2,142",Bracelet,7/25/2023,0%,"4,284",6.2,69.2
C098921,31,Male, Sacramento,"230,000",Single,4,"22,000",Pendant,4/12/2023,0%,"440,000",3.9,50.06
C098965,22,Male, Mesa,"110,000",Married,2,"16,000",Earrings,7/20/2023,3%,"128,000",6.4,70.85
C099043,54,Male, Fresno,"100,000",Married,2,870,Armlet,10/6/2023,0%,"1,740",6.3,70.76
C099061,38,Female, San Antonio,"220,000",Single,3,"174,000",Earrings,6/6/2023,0%,"1,044,000",4.2,50.65
C099113,45,Male, Tampa,"250,000",Married,4,"46,000",Ring,8/26/2023,0%,"368,000",4.9,58.33
C099136,59,Male, St Louis,"290,000",Married,3,"21,000",Locket,4/2/2023,0%,"252,000",4.3,53.54
C099198,55,Female, Kansas City,"90,000",Single,1,"47,000",Earrings,4/11/2023,0%,"235,000",5.2,61.03
C099201,21,Female, Virginia Beach,"110,000",Married,1,"64,000",Pendant,3/14/2023,2%,"256,000",5.5,62.91
C099249,50,Female, San Antonio,"70,000",Single,1,"53,000",Necklace,7/9/2023,7%,"265,000",7.7,80.83
C099317,48,Male, Boston,"180,000",Single,1,"81,000",Bracelet,12/19/2023,0%,"243,000",7.3,77.49
C099470,18,Female, Charlotte,"280,000",Married,3,"75,000",Bracelet,9/26/2023,9%,"675,000",7.8,80.41
C099588,57,Female, Detroit,"280,000",Single,2,"56,000",Ring,9/22/2023,1%,"560,000",6.3,69.03
C099653,39,Male, Memphis,"70,000",Married,1,"64,000",Jewel,8/12/2023,0%,"256,000",6.2,69.01
C099656,59,Male, Austin,"180,000",Married,4,"1,221",Armlet,12/9/2023,0%,"24,420",6,68.27
C099681,35,Male, Oklahoma City,"210,000",Single,3,"205,000",Bracelet,10/13/2023,0%,"615,000",5.2,59.5
C099959,35,Male, Riverside,"190,000",Single,4,"58,000",Locket,12/14/2023,3%,"1,160,000",6.5,68.9
C099998,21,Male, Fresno,"130,000",Married,2,"43,000",Armlet,11/4/2023,8%,"430,000",8.5,86.56
